行号,标签,预测,判定
2515,这是可回收物_勺子。,图中的垃圾是三个勺子。,1
2516,这是可回收物_勺子。,图中的垃圾是银勺。,1
2517,这是可回收物_勺子。,图中的垃圾是一组彩色的勺子。,1
2518,这是可回收物_勺子。,图中的垃圾是塑料瓶。,0
2519,这是可回收物_勺子。,这张图片里没有明显的垃圾，因为图片中的物品是银色的餐具，看起来像是不锈钢的。,1
2520,这是可回收物_单肩包手提包。,这是一张图片，展示了粉色的手提包。,1
2521,这是可回收物_单肩包手提包。,这是一款女士手提包。手提包的设计非常时尚，采用了粉色和黑色的拼接色块，搭配一条红色和黑色相间的丝带装饰。手提包的肩带设计独特，有红色和黑色相间的条纹，增加了整体的视觉效果。手提包整体设计简洁大方，适合日常使用。,1
2522,这是可回收物_单肩包手提包。,这张图片中的垃圾不属于垃圾范畴，而是展示了一款时尚的手提包。,0
2523,这是可回收物_单肩包手提包。,图片中的物品属于可回收垃圾。,1
2524,这是可回收物_单肩包手提包。,这张图片里没有垃圾。,0
2525,这是可回收物_单肩包手提包。,这个垃圾是可回收垃圾，因为它是由塑料和纸张制成的。,1
2526,这是可回收物_单肩包手提包。,图中的垃圾是布袋。,1
2527,这是可回收物_单肩包手提包。,这张图片里没有垃圾，只有一只手提包。,1
2528,这是可回收物_单肩包手提包。,这是一只GUCCI品牌的手提包。包身是米色的，表面有GUCCI的图案和标志，包的两侧有拉链和手柄。,1
2529,这是可回收物_单肩包手提包。,这是一张红色手提包的图片。图片中展示了手提包的尺寸和材质信息。手提包的尺寸为28.3cm（宽）* 20cm（高）* 14.3cm（厚），重量为0.79kg。手提包的材质为牛皮层移膜革/超纤。,1
2530,这是可回收物_单肩包手提包。,这张图片里是一次性塑料袋。,0
2531,这是可回收物_单肩包手提包。,这是一个棕色的手提包。手提包的设计独特，带有蛇皮图案的把手和锁扣。手提包的材质看起来像是皮革，颜色为深棕色。手提包的整体设计显得非常精致和优雅。,1
2532,这是可回收物_单肩包手提包。,图片中的物品属于不可回收垃圾类别。,0
2533,这是可回收物_单肩包手提包。,这个垃圾属于其他垃圾。,0
2534,这是可回收物_单肩包手提包。,这张图片中的垃圾是：手提包,1
2535,这是可回收物_单肩包手提包。,这是一只手提包。它由多种颜色和图案的布料制成，手柄和底部都是黑色的。手提包的设计和图案显示出其手工制作的特色。,1
2536,这是可回收物_单肩包手提包。,图片中的物品属于可回收垃圾类别。,1
2537,这是可回收物_单肩包手提包。,这张图片描述了一款布袋，尺寸为19厘米长，19厘米高，厚8厘米，手挽7厘米，面料为印花帆布，内衬为涤纶。图片中标注了产品的尺寸和参数，如底长19cm高19cm厚8cm、手挽7cm、面料为印花帆布、内衬为涤纶等。,1
2538,这是可回收物_单肩包手提包。,这是Playboy品牌的男士手提包。这个手提包设计时尚，适合商务或正式场合使用。它采用了高品质的皮革材质，外观简洁大方，适合日常使用。,1
2539,这是可回收物_单肩包手提包。,这是一张展示手提包的图片。手提包的设计和颜色为粉色、紫色和白色。手提包的设计风格为现代简约，适合日常使用。手提包的材质为尼龙布料，具有防水和耐用的特点。手提包的肩带为可调节设计，适合不同身高的人使用。手提包的底部和侧面都有设计，方便携带。手提包的背部也有设计，方便携带。,1
2540,这是可回收物_单肩包手提包。,这张图片里是购物袋。,0
2541,这是可回收物_单肩包手提包。,,0
2542,这是可回收物_单肩包手提包。,图中的垃圾是牛皮纸袋。,0
2543,这是可回收物_单肩包手提包。,这是一个人背着一个黑色的包。,1
2544,这是可回收物_单肩包手提包。,图片中的物品属于其他垃圾。,0
2545,这是可回收物_单肩包手提包。,图中的垃圾是红色的鸵鸟皮包包。,1
2546,这是可回收物_单肩包手提包。,图是一张展示棕色女包的图片，背景是一本英文版的《ELLE》杂志。,1
2547,这是可回收物_单肩包手提包。,根据图片内容，无法确定图片中的物品属于什么垃圾类别。,0
2548,这是可回收物_单肩包手提包。,图片中的物品属于其他垃圾。,0
2549,这是可回收物_单肩包手提包。,图片中的物品属于可回收物。,1
2550,这是可回收物_单肩包手提包。,这个垃圾是塑料袋。,0
2551,这是可回收物_单肩包手提包。,图片中的物品属于可回收垃圾类别。,1
2552,这是可回收物_单肩包手提包。,这是一个橙色的手提包，属于时尚类的垃圾。,1
2553,这是可回收物_单肩包手提包。,图片中的物品属于其他垃圾。,0
2554,这是可回收物_单肩包手提包。,这张图片中的物品是手提包，属于“服装/鞋/帽”类别。,0
2555,这是可回收物_单肩包手提包。,根据图片中的信息，这是一款男士商务皮包，属于普通垃圾。,0
2556,这是可回收物_单肩包手提包。,图中的垃圾是白色的。,0
2557,这是可回收物_单肩包手提包。,图片中的物品属于其他垃圾类别。,0
2558,这是可回收物_单肩包手提包。,这张图片里没有垃圾。,0
2559,这是可回收物_单肩包手提包。,图中没有垃圾，只有一只橙色的巴比娃娃包。,1
2560,这是可回收物_单肩包手提包。,这个垃圾属于可回收垃圾。,1
2561,这是可回收物_单肩包手提包。,这是一款GUCCI的斜挎包。它具有经典的GG图案和红绿条纹装饰，是GUCCI的经典设计元素。,1
2562,这是可回收物_单肩包手提包。,这张图片中的垃圾属于可回收垃圾。,1
2563,这是可回收物_单肩包手提包。,图中没有垃圾。,0
2564,这是可回收物_单肩包手提包。,图中的垃圾是棕色的皮革材质。,0
2565,这是可回收物_单肩包手提包。,图片中的物品属于其他垃圾类别。,0
2566,这是可回收物_单肩包手提包。,这是一款黑色的皮革手提包。它有一个简单的设计，有两个拉链袋和一个主袋，可以用来装包。包包的质地看起来很柔软，适合日常使用。,1
2567,这是可回收物_单肩包手提包。,这张图片里有塑料袋和纸张。,0
2568,这是可回收物_单肩包手提包。,这个物品是一只手提包，属于服装和配饰类别。,1
2569,这是可回收物_单肩包手提包。,这个垃圾属于可回收垃圾。,1
2570,这是可回收物_单肩包手提包。,,0
2571,这是可回收物_单肩包手提包。,图中没有垃圾。,0
2572,这是可回收物_单肩包手提包。,这个垃圾是蓝色的钩针编织背包，不属于垃圾。,0
2573,这是可回收物_单肩包手提包。,根据图片中的物品，可以确定这是一款购物袋，属于可回收垃圾。,1
2574,这是可回收物_单肩包手提包。,这是一款托斯科品牌的包包，属于时尚类的垃圾。,1
2575,这是可回收物_单肩包手提包。,这是一只黑色的皮质手提包，手提包上有鳄鱼皮纹样，手提包的把手是黑色的，手提包上有金色的扣子和链条，手提包的侧面有拉链和金属扣。,1
2576,这是可回收物_单肩包手提包。,这是一只Michael Kors品牌的包包。包包是白色的，表面有花朵装饰，带有金属扣和标签。这个品牌以其精致的款式和高质量的材料而闻名。,1
2577,这是可回收物_单肩包手提包。,这张图片里是一个手提袋。手提袋是一种用于携带物品的手提工具，通常由织物、塑料或皮革制成，用于在外出时携带个人物品，如手机、钥匙、钱包或化妆品。手提袋通常有手柄，便于携带，方便使用。,1
2578,这是可回收物_单肩包手提包。,这张图片里是一个黑色的皮质手提包。,1
2579,这是可回收物_单肩包手提包。,这是一张展示红色手提包的图片。图片上写着“FASHION”、“ELEGANT AND NOBLE NEW”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and Noble”、“Elegant and,1
2580,这是可回收物_单肩包手提包。,这是一张展示了一个黑色钱包的照片。钱包上有品牌标志图案，整体设计简洁大方，适合日常使用。,0
2581,这是可回收物_单肩包手提包。,图片中的物品属于其他垃圾类别。,0
2582,这是可回收物_单肩包手提包。,这是一只黑色的女士手提包。手提包的表面有网格图案，带有金属扣和肩带，适合日常使用。,1
2583,这是可回收物_单肩包手提包。,这是一个橙色的手提包。,1
2584,这是可回收物_单肩包手提包。,这个垃圾属于可回收垃圾。,1
2585,这是可回收物_单肩包手提包。,图中没有垃圾。,0
2586,这是可回收物_单肩包手提包。,这是一个粉色的猫咪图案手提包。包上有一个猫咪的头部设计，包括圆圆的黑色眼睛、黄色的鼻子和黑色的胡须。包的把手和包带是粉色的，与包的整体颜色相匹配。手提包看起来很可爱，适合日常使用或作为礼物。,1
