行号,预测,标签
5208,"图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]","图中展示的物品是瓜子,根据垃圾分类的标准，应该属于厨余垃圾
"
5209,图中展示的物品是针织包，根据垃圾分类的标准，应该属于可回收垃圾。,"图中展示的物品是单肩包手提包,根据垃圾分类的标准，应该属于可回收物
"
5210,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}厨余垃圾。","图中展示的物品是锅盖,根据垃圾分类的标准，应该属于可回收物
"
5211,图中展示的物品是吹风机，根据垃圾分类的标准，应该属于其他垃圾。,"图中展示的物品是吹风机,根据垃圾分类的标准，应该属于可回收物
"
5212,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是咖啡渣,根据垃圾分类的标准，应该属于厨余垃圾
"
5213,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是档案袋,根据垃圾分类的标准，应该属于可回收物
"
5214,图中展示的物品是{backpack}，根据垃圾分类的标准，应该属于{garbage_type},"图中展示的物品是手提包,根据垃圾分类的标准，应该属于可回收物
"
5215,图中展示的物品是{fruit}，根据垃圾分类的标准，应该属于{fruit},"图中展示的物品是菠萝蜜,根据垃圾分类的标准，应该属于厨余垃圾
"
5216,"图中展示的物品是{box_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是纸箱,根据垃圾分类的标准，应该属于可回收物
"
5217,图中展示的物品是玻璃容器，根据垃圾分类的标准，应该属于可回收物。,"图中展示的物品是碗,根据垃圾分类的标准，应该属于可回收物
"
5218,图中展示的物品是塑料袋，根据垃圾分类的标准，应该属于可回收物。,"图中展示的物品是PE塑料袋,根据垃圾分类的标准，应该属于其他垃圾
"
5219,图中展示的物品是玻璃杯，根据垃圾分类的标准，应该属于可回收垃圾。,"图中展示的物品是水杯,根据垃圾分类的标准，应该属于可回收物
"
5220,图中展示的物品是笔尖，根据垃圾分类的标准，应该属于有害垃圾,"图中展示的物品是笔及笔芯,根据垃圾分类的标准，应该属于其他垃圾
"
5221,图中展示的物品是香蕉皮，根据垃圾分类的标准，应该属于厨余垃圾。,"图中展示的物品是香蕉皮,根据垃圾分类的标准，应该属于厨余垃圾
"
5222,图中展示的物品是草莓，根据垃圾分类的标准，应该属于可回收物,"图中展示的物品是草莓,根据垃圾分类的标准，应该属于厨余垃圾
"
5223,图中展示的物品是袜子，根据垃圾分类的标准，应该属于可回收物,"图中展示的物品是袜子,根据垃圾分类的标准，应该属于可回收物
"
5224,"图中展示的物品是[shiseido],根据垃圾分类的标准，应该属于[有害垃圾]","图中展示的物品是护肤品空瓶,根据垃圾分类的标准，应该属于可回收物
"
5225,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是炸鸡,根据垃圾分类的标准，应该属于厨余垃圾
"
5226,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是电路板,根据垃圾分类的标准，应该属于可回收物
"
5227,图中展示的物品是[玻璃杯]，根据垃圾分类的标准，应该属于[其他垃圾]。,"图中展示的物品是量杯,根据垃圾分类的标准，应该属于可回收物
"
5228,图中展示的物品是玻璃杯，根据垃圾分类的标准，应该属于可回收物,"图中展示的物品是水杯,根据垃圾分类的标准，应该属于可回收物
"
5229,图中展示的物品是电池，根据垃圾分类的标准，应该属于有害垃圾,"图中展示的物品是电池,根据垃圾分类的标准，应该属于有害垃圾
"
5230,"图中展示的物品是{fruit_object},根据垃圾分类的标准，应该属于{fruit}","图中展示的物品是塑料盆,根据垃圾分类的标准，应该属于可回收物
"
5231,图中展示的物品是档案袋，根据垃圾分类的标准，应该属于不可回收垃圾。,"图中展示的物品是档案袋,根据垃圾分类的标准，应该属于可回收物
"
5232,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}垃圾。","图中展示的物品是车钥匙,根据垃圾分类的标准，应该属于可回收物
"
5233,图中展示的物品是汉堡，根据垃圾分类的标准，应该属于可回收垃圾。,"图中展示的物品是汉堡,根据垃圾分类的标准，应该属于厨余垃圾
"
5234,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是空调滤芯,根据垃圾分类的标准，应该属于其他垃圾
"
5235,"图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]","图中展示的物品是乒乓球拍,根据垃圾分类的标准，应该属于可回收物
"
5236,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是裤子,根据垃圾分类的标准，应该属于可回收物
"
5237,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是肠(火腿),根据垃圾分类的标准，应该属于厨余垃圾
"
5238,图中展示的物品是食物，根据垃圾分类的标准，应该属于可回收物,"图中展示的物品是鸡翅,根据垃圾分类的标准，应该属于厨余垃圾
"
5239,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}厨余垃圾","图中展示的物品是炸鸡,根据垃圾分类的标准，应该属于厨余垃圾
"
5240,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}垃圾。","图中展示的物品是湿纸巾,根据垃圾分类的标准，应该属于其他垃圾
"
5241,图中展示的物品是玩具，根据垃圾分类的标准，应该属于可回收物,"图中展示的物品是呼啦圈,根据垃圾分类的标准，应该属于可回收物
"
5242,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}垃圾。","图中展示的物品是药片,根据垃圾分类的标准，应该属于有害垃圾
"
5243,"图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]","图中展示的物品是放大镜,根据垃圾分类的标准，应该属于可回收物
"
5244,图中展示的物品是电路板，根据垃圾分类的标准，应该属于电子垃圾,"图中展示的物品是电路板,根据垃圾分类的标准，应该属于可回收物
"
5245,图中展示的物品是一米钢尺正反面，宽2.8厘米厚1毫米，不属于垃圾。,"图中展示的物品是尺子,根据垃圾分类的标准，应该属于可回收物
"
5246,图中展示的物品是保温杯，根据垃圾分类的标准，应该属于不可回收物。,"图中展示的物品是保温杯,根据垃圾分类的标准，应该属于可回收物
"
5247,图中展示的物品是咖啡豆，根据垃圾分类的标准，应该属于厨余垃圾。,"图中展示的物品是咖啡渣,根据垃圾分类的标准，应该属于厨余垃圾
"
5248,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}厨余垃圾","图中展示的物品是保温杯,根据垃圾分类的标准，应该属于可回收物
"
5249,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是台灯,根据垃圾分类的标准，应该属于可回收物
"
5250,图中展示的物品是[收音机]，根据垃圾分类的标准，应该属于[电子废弃物]。,"图中展示的物品是收音机,根据垃圾分类的标准，应该属于可回收物
"
5251,图中展示的物品是面包，根据垃圾分类的标准，应该属于可回收垃圾。,"图中展示的物品是菠萝包,根据垃圾分类的标准，应该属于厨余垃圾
"
5252,图中展示的物品是毛巾，根据垃圾分类的标准，应该属于可回收垃圾,"图中展示的物品是毛巾,根据垃圾分类的标准，应该属于其他垃圾
"
5253,图中展示的物品是大蒜，根据垃圾分类的标准，应该属于可回收物。,"图中展示的物品是西瓜皮,根据垃圾分类的标准，应该属于厨余垃圾
"
5254,图中展示的物品是面包，根据垃圾分类的标准，应该属于可回收物,"图中展示的物品是贝果,根据垃圾分类的标准，应该属于厨余垃圾
"
5255,图中展示的物品是铁勺，根据垃圾分类的标准，应该属于金属垃圾。,"图中展示的物品是勺子,根据垃圾分类的标准，应该属于可回收物
"
5256,图中展示的物品是罐头，根据垃圾分类的标准，应该属于可回收物。,"图中展示的物品是奶粉罐,根据垃圾分类的标准，应该属于可回收物
"
5257,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是玩偶,根据垃圾分类的标准，应该属于可回收物
"
5258,"图中展示的物品是[fruit],根据垃圾分类的标准，应该属于[fruit]","图中展示的物品是菠萝蜜,根据垃圾分类的标准，应该属于厨余垃圾
"
5259,图中展示的物品是{vegetable}，根据垃圾分类的标准，应该属于{vegetable},"图中展示的物品是西瓜皮,根据垃圾分类的标准，应该属于厨余垃圾
"
5260,图中展示的物品是毛绒玩具，根据垃圾分类的标准，应该属于可回收物,"图中展示的物品是玩偶,根据垃圾分类的标准，应该属于可回收物
"
5261,图中展示的物品是{cartridge}，根据垃圾分类的标准，应该属于{cartridge},"图中展示的物品是空调滤芯,根据垃圾分类的标准，应该属于其他垃圾
"
5262,图中展示的物品是化妆品，根据垃圾分类的标准，应该属于可回收垃圾。,"图中展示的物品是护肤品空瓶,根据垃圾分类的标准，应该属于可回收物
"
5263,图中展示的物品是汉堡，根据垃圾分类的标准，应该属于垃圾食品,"图中展示的物品是汉堡,根据垃圾分类的标准，应该属于厨余垃圾
"
5264,图中展示的物品是{food}，根据垃圾分类的标准，应该属于{food},"图中展示的物品是糕点,根据垃圾分类的标准，应该属于厨余垃圾
"
5265,图中展示的物品是胶水，根据垃圾分类的标准，应该属于其他垃圾,"图中展示的物品是胶水,根据垃圾分类的标准，应该属于有害垃圾
"
5266,饼干,"图中展示的物品是饼干,根据垃圾分类的标准，应该属于厨余垃圾
"
5267,图中展示的物品是砧板，根据垃圾分类的标准，应该属于厨余垃圾,"图中展示的物品是木制切菜板,根据垃圾分类的标准，应该属于可回收物
"
